BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
199507,5,1715,199507,5,1715,,10313861,"ALABAMA",1,1995,"July","Thunderstorm Wind","C",127,"WALKER",,"05-JUL-95 17:15:00","CST","05-JUL-95 17:15:00","0","0","0","0","85K","0",,"0",,,,,"0","0",,,,,"0",,"Townley","0",,,,,,,,"Thunderstorm wind downed trees and damaged the roof on the volunteer fire department building in Townley.  A church sustained minor damage and the bleachers at the Townley School were blown over.  One house behind the post office had five trees fall on it.  Funnel clouds were reported in many places in and around the Jasper area, however, there was no evidence that any of them had touched down.","CSV"
199505,16,1730,199505,16,1730,,10314446,"ALABAMA",1,1995,"May","Hail","C",27,"CLAY",,"16-MAY-95 17:30:00","CST","16-MAY-95 17:30:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,"8","S","Lineville","0",,,,,,,,"Three-quarters to one-inch hail was reported at Mellow Valley in the southeastern quarter of Clay County, about eight miles south of Lineville along Highway 49.","CSV"
199506,10,1600,199506,10,1600,,10313860,"ALABAMA",1,1995,"June","Thunderstorm Wind","C",127,"WALKER",,"10-JUN-95 16:00:00","CST","10-JUN-95 16:00:00","0","0","0","0","2K","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,,,,,,"Wind with a thunderstorm downed several trees in scattered locations across Walker County.  According to 911, all damage was cleaned up within an hour.","CSV"
199503,20,2030,199503,20,2030,,10314048,"ALABAMA",1,1995,"March","Hail","C",93,"MARION",,"20-MAR-95 20:30:00","CST","20-MAR-95 20:30:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,"Hamilton","0",,,,,,,,"Dime-size hail was reported at Hamilton.","CSV"
199504,20,1532,199504,20,1532,,10314049,"ALABAMA",1,1995,"April","Hail","C",93,"MARION",,"20-APR-95 15:32:00","CST","20-APR-95 15:32:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,,"0",,,,,,,,"A funnel cloud and three-quarter inch hail were reported between Guin and Winfield along U.S. 78.","CSV"
199507,13,1845,199507,13,1845,,10314251,"ALABAMA",1,1995,"July","Thunderstorm Wind","C",75,"LAMAR",,"13-JUL-95 18:45:00","CST","13-JUL-95 18:45:00","0","0","0","0","4K","0",,"0",,,,,"0","0",,,,,"0",,"Millport","0",,,,,,,,"","CSV"
199507,13,1910,199507,13,1910,,10314252,"ALABAMA",1,1995,"July","Hail","C",75,"LAMAR",,"13-JUL-95 19:10:00","CST","13-JUL-95 19:10:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,"Crossville","0",,,,,,,,"","CSV"
199507,13,1915,199507,13,1915,,10314253,"ALABAMA",1,1995,"July","Hail","C",75,"LAMAR",,"13-JUL-95 19:15:00","CST","13-JUL-95 19:15:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,"Vernon","0",,,,,,,,"","CSV"
199505,15,1445,199505,15,1445,,10314455,"ALABAMA",1,1995,"May","Thunderstorm Wind","C",51,"ELMORE",,"15-MAY-95 14:45:00","CST","15-MAY-95 14:45:00","0","0","0","0","2K","0",,"0",,,,,"0","0",,,,,"6","NE","Eclectic","0",,,,,,,,"Power was out and trees were reported down in northeast Elmore County about six miles northeast of Eclectic.  The area affected was around the Highway 63 and 229 intersection.","CSV"
199507,3,1340,199507,3,1340,,10314456,"ALABAMA",1,1995,"July","Thunderstorm Wind","C",51,"ELMORE",,"03-JUL-95 13:40:00","CST","03-JUL-95 13:40:00","0","0","0","0","3K","0",,"0",,,,,"0","0",,,,,"0",,"Tallassee","0",,,,,,,,"Trees and power lines were reported down by state troopers near Tallassee.","CSV"
199503,20,2105,199503,20,2105,,10314064,"ALABAMA",1,1995,"March","Thunderstorm Wind","C",103,"MORGAN",,"20-MAR-95 21:05:00","CST","20-MAR-95 21:05:00","0","0","0","0","2K","0",,"0",,,,,"0","0",,,,,"0",,"Hulaco","0",,,,,,,,"Morgan County Sheriff's Office reported large trees across Highway 231 near Lacey Springs, halfway up Brindley Mountain, and at Hulaco.","CSV"
199504,19,1400,199504,19,1400,,10314065,"ALABAMA",1,1995,"April","Thunderstorm Wind","C",103,"MORGAN",,"19-APR-95 14:00:00","CST","19-APR-95 14:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,"Decatur","0",,,,,,,,"Thunderstorm winds was responsible for downing a number of trees in Decatur.","CSV"
199507,4,2005,199507,4,2005,,10314054,"ALABAMA",1,1995,"July","Thunderstorm Wind","C",93,"MARION",,"04-JUL-95 20:05:00","CST","04-JUL-95 20:05:00","0","0","0","0","3K","0",,"0",,,,,"0","0",,,,,"8","SW","Hamilton","0",,,,,,,,"About ten trees were reported down along Highway 10 in the southwest part of Marion County.  Hail about the size of dimes was reported in Hamilton.  Several trees were down on Highway 44 between Twin and Brilliant.  A funnel cloud was reported near Whitehouse about 15 miles east of Hamilton.","CSV"
199505,10,2135,199505,10,2135,,10314052,"ALABAMA",1,1995,"May","Thunderstorm Wind","C",93,"MARION",,"10-MAY-95 21:35:00","CST","10-MAY-95 21:35:00","0","0","0","0",".5K","0",,"0",,,,,"0","0",,,,,"0",,"Hamilton","0",,,,,,,,"Trees were blown down in Hamilton with a thunderstorm.","CSV"
199505,15,1145,199505,15,1207,,10314053,"ALABAMA",1,1995,"May","Thunderstorm Wind","C",93,"MARION",,"15-MAY-95 11:45:00","CST","15-MAY-95 12:07:00","0","0","0","0","95K","0",,"0",,,,,"0","0",,,,,"0",,"Mainly North","0",,,,,,,,"Storm thunderstorm wind downded trees in scattered areas across the county.  The emergency Medical Association director's barn was de-roofed by the wind.  Most of the damage occurred across the northern portion of the county.","CSV"
199503,20,2130,199503,20,2130,,10314451,"ALABAMA",1,1995,"March","Thunderstorm Wind","C",49,"DEKALB",,"20-MAR-95 21:30:00","CST","20-MAR-95 21:30:00","0","0","0","0","32K","0",,"0",,,,,"0","0",,,,,"0",,"Sylvania","0",,,,,,,,"A mobile home was destroyed with another mobile home lifted from its foundation at Sylvania.  A large tree was reported down across Highway 176 near Lookout Mountain.","CSV"
199505,14,1115,199505,14,1115,,10314452,"ALABAMA",1,1995,"May","Hail","C",49,"DEKALB",,"14-MAY-95 11:15:00","CST","14-MAY-95 11:15:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,"Powell","0",,,,,,,,"","CSV"
199507,4,1900,199507,4,1900,,10314457,"ALABAMA",1,1995,"July","Thunderstorm Wind","C",51,"ELMORE",,"04-JUL-95 19:00:00","CST","04-JUL-95 19:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,"Tallassee","0",,,,,,,,"Trees were reported down by thunderstorm wind near Tallassee.","CSV"
199507,17,1725,199507,17,1725,,10314458,"ALABAMA",1,1995,"July","Thunderstorm Wind","C",51,"ELMORE",,"17-JUL-95 17:25:00","CST","17-JUL-95 17:25:00","0","0","0","0","7K","0",,"0",,,,,"0","0",,,,,"0",,"Wetumpka","0",,,,,,,,"Trees and power lines were reported down in and around Wetumpka.","CSV"
199507,18,1800,199507,18,1800,,10314459,"ALABAMA",1,1995,"July","Thunderstorm Wind","C",51,"ELMORE",,"18-JUL-95 18:00:00","CST","18-JUL-95 18:00:00","0","0","0","0","4K","0",,"0",,,,,"0","0",,,,,"3","S","Wetumpka","0",,,,,,,,"Power lines and small trees were reported down just south of Wetumpka.","CSV"
199507,29,1820,199507,29,1820,,10314460,"ALABAMA",1,1995,"July","Thunderstorm Wind","C",51,"ELMORE",,"29-JUL-95 18:20:00","CST","29-JUL-95 18:20:00","0","0","0","0","3K","0",,"0",,,,,"0","0",,,,,"0",,"Central section","0",,,,,,,,"Sheriff's Department reported trees down in the central part of Elmore County.","CSV"
199504,11,730,199504,11,730,,10313867,"ALABAMA",1,1995,"April","Thunderstorm Wind","C",129,"WASHINGTON",,"11-APR-95 07:30:00","CST","11-APR-95 07:30:00","0","0","0","0","1K","0",,"0",,,,,"0","0",,,,,"0",,"Chatom","0",,,,,,,,"Several trees and power lines were blown down in the Chatom area.","CSV"
199504,20,2245,199504,20,2245,,10314235,"ALABAMA",1,1995,"April","Thunderstorm Wind","C",73,"JEFFERSON",,"20-APR-95 22:45:00","CST","20-APR-95 22:45:00","0","0","0","0","65K","0",,"0",,,,,"0","0",,,,,"0",,"Fairfield","0",,,,,,,,"A wind gust to 60 mph was reported by a television station located on Red Mountain overlooking downtown Birmingham.  The local emergency management office reported trees and power lines down around the city and county.  In Irondale, the roof was blown off an electronics store.  In Fairfield, numerous buildings sustained minor damage in the Fairfield Heights and Rutledge Hills areas.  Glass doors were blown out and skylights were damaged at Western Hills Mall.  A tree reportedly fell on a car in Ketona and the occupant was briefly trapped.  Alabama Power reported 38,400 people were without power at one point.  In Ensley, a man died in a house fire that apparently started when candles were used while the electricity was out.  In the Leeds area, a woman was briefly trapped in her house when a tree fell on it.","CSV"
199504,21,100,199504,21,100,,10313868,"ALABAMA",1,1995,"April","Thunderstorm Wind","C",129,"WASHINGTON",,"21-APR-95 01:00:00","CST","21-APR-95 01:00:00","0","0","0","0",".5K","0",,"0",,,,,"0","0",,,,,"0",,"Chatom","0",,,,,,,,"Several trees were blown down along Highway 45, five miles southwest of Chatom. Lightning struck a house in Chatom.  The house caught fire and was destroyed.","CSV"
199510,27,1805,199510,27,1805,,10313869,"ALABAMA",1,1995,"October","Thunderstorm Wind","C",129,"WASHINGTON",,"27-OCT-95 18:05:00","CST","27-OCT-95 18:05:00","0","0","0","0","2K","0",,"0",,,,,"0","0",,,,,"0",,"Millry","0",,,,,,,,"Trees and power lines were blown down in the city of Millry.","CSV"
199511,2,945,199511,2,945,,10313870,"ALABAMA",1,1995,"November","Thunderstorm Wind","C",129,"WASHINGTON",,"02-NOV-95 09:45:00","CST","02-NOV-95 09:45:00","0","0","0","0","2K","0",,"0",,,,,"0","0",,,,,"0",,"Chatom","0",,,,,,,,"Trees and power lines were blown down west of Chatom.","CSV"
199505,15,1930,199505,15,1930,,10314434,"ALABAMA",1,1995,"May","Thunderstorm Wind","C",25,"CLARKE",,"15-MAY-95 19:30:00","CST","15-MAY-95 19:30:00","0","0","0","0",".5K","0",,"0",,,,,"0","0",,,,,"0",,"Fulton","0",,,,,,,,"Several trees and power lines were blown down along State Highway 178 between Fulton and Greenwood.","CSV"
199505,28,1810,199505,28,1810,,10314435,"ALABAMA",1,1995,"May","Thunderstorm Wind","C",25,"CLARKE",,"28-MAY-95 18:10:00","CST","28-MAY-95 18:10:00","0","0","0","0",".5K","0",,"0",,,,,"0","0",,,,,"0",,"Thomasville","0",,,,,,,,"Several trees were blown down along State Highway 5 just northeast of Thomasville.","CSV"
199507,9,1230,199507,9,1230,,10314436,"ALABAMA",1,1995,"July","Thunderstorm Wind","C",25,"CLARKE",,"09-JUL-95 12:30:00","CST","09-JUL-95 12:30:00","0","0","0","0","1K","0",,"0",,,,,"0","0",,,,,"0",,"Jackson","0",,,,,,,,"Several trees were blown down around the city of Jackson.","CSV"
199512,18,1515,199512,18,1515,,10313871,"ALABAMA",1,1995,"December","Thunderstorm Wind","C",129,"WASHINGTON",,"18-DEC-95 15:15:00","CST","18-DEC-95 15:15:00","0","0","0","0","5K","0",,"0",,,,,"0","0",,,,,"0",,"Leroy","0",,,,,,,,"Several trees and power lines were blown down in Leroy which is near U.S. Highway 43.  One of the trees fell on a home and damaged the roof.","CSV"
199504,11,825,199504,11,825,,10313872,"ALABAMA",1,1995,"April","Thunderstorm Wind","C",131,"WILCOX",,"11-APR-95 08:25:00","CST","11-APR-95 08:25:00","0","0","0","0","8K","0",,"0",,,,,"0","0",,,,,"0",,"Camden","0",,,,,,,,"Alabama Power Company reported power lines and trees down in Camden and in the Millers Ferry areas.","CSV"
199507,16,1550,199507,16,1550,,10314266,"ALABAMA",1,1995,"July","Thunderstorm Wind","C",15,"CALHOUN",,"16-JUL-95 15:50:00","CST","16-JUL-95 15:50:00","0","0","0","0","85K","0",,"0",,,,,"0","0",,,,,"0",,"Anniston","0",,,,,,,,"Thunderstorm wind downed trees in Anniston including one that fell on two cars and one that fell on a house causing substantial damage.  Lightning also struck one house causing a fire.","CSV"
199502,4,830,199502,4,830,,10314268,"FLORIDA",12,1995,"February","Tornado","C",21,"COLLIER",,"04-FEB-95 08:30:00","EST","04-FEB-95 08:30:00","0","0","0","0","0","0",,"0",,,,"F0","0","0",,,,,"0",,"SW Collier","45","SSE","FMY",,,,,,"A waterspout moved ashore from the Gulf of Mexico northwest of Jolly Bridge at State Route 951 and Marco Island Road.  The tornado damaged some trees.","CSV"
199507,3,1515,199507,3,1515,,10314465,"ALABAMA",1,1995,"July","Hail","C",5,"BARBOUR",,"03-JUL-95 15:15:00","CST","03-JUL-95 15:15:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,"0",,"Texasville","0",,,,,,,,"Dime to quarter-size hail was reported through the Eufaula Police Department in the Texasville area of south-central Barbour County.","CSV"
199508,19,1720,199508,19,1720,,10314466,"ALABAMA",1,1995,"August","Thunderstorm Wind","C",5,"BARBOUR",,"19-AUG-95 17:20:00","CST","19-AUG-95 17:20:00","0","0","0","0","3K","0",,"0",,,,,"0","0",,,,,"0",,"Clayton","0",,,,,,,,"Trees were reported down in the Clayton area.","CSV"
199512,18,1710,199512,18,1710,,10314461,"ALABAMA",1,1995,"December","Thunderstorm Wind","C",3,"BALDWIN",,"18-DEC-95 17:10:00","CST","18-DEC-95 17:10:00","0","0","0","0","20K","0",,"0",,,,,"0","0",,,,,"0",,"Gulf Shores","0",,,,,,,,"High winds damaged a pavilion, picnic shelter and blew down a few telephone poles and street lights and signs near the intersection of county Road 182 and state road 59 in Gulf Shores.","CSV"
199505,14,845,199505,14,845,,10314066,"ALABAMA",1,1995,"May","Hail","C",103,"MORGAN",,"14-MAY-95 08:45:00","CST","14-MAY-95 08:45:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"10","E","Hartselle","0",,,,,,,,"Three-quarter inch hail was reported at the intersection of County Road 36 and 67 about 10 miles east of Hartselle in central Morgan County.","CSV"
199506,6,1847,199506,6,1847,,10314067,"ALABAMA",1,1995,"June","Thunderstorm Wind","C",103,"MORGAN",,"06-JUN-95 18:47:00","CST","06-JUN-95 18:47:00","0","0","0","0","15K","0",,"0",,,,,"0","0",,,,,"0",,"Massey","0",,,,,,,,"A roof was reported blown off a building in Massey.","CSV"
199507,26,1230,199507,26,1230,,10314255,"ALABAMA",1,1995,"July","Thunderstorm Wind","C",75,"LAMAR",,"26-JUL-95 12:30:00","CST","26-JUL-95 12:30:00","0","0","0","0","2K","0",,"0",,,,,"0","0",,,,,"0",,"Beaverton","0",,,,,,,,"A storage building was damaged and trees down at Beaverton in northeast Lamar County.","CSV"
199506,6,1840,199506,6,1840,,10314256,"ALABAMA",1,1995,"June","Thunderstorm Wind","C",73,"JEFFERSON",,"06-JUN-95 18:40:00","CST","06-JUN-95 18:40:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,"Pleasant Grove","0",,,,,,,,"Dime- to nickel-size hail was reported in the Ensley area of Birmingham.  Trees and power lines were reported down in the Pleasant Grove area.","CSV"
199503,7,1700,199503,7,1700,,10314062,"ALABAMA",1,1995,"March","Thunderstorm Wind","C",103,"MORGAN",,"07-MAR-95 17:00:00","CST","07-MAR-95 17:00:00","0","0","0","0","30K","0",,"0",,,,,"0","0",,,,,"0",,,"0",,"Eva",,,,,,"Thunderstorm winds blew the roof off one house and damaged a barn at Eva.  What was believed to be a small tornado touched down on Highway 36 just west of Lacey's Springs damaging a house, a barn, and a shed as well as downing numerous trees and power lines.  Near Cotaco, thunderstorm winds downed trees and damaged one house.","CSV"
199503,7,1450,199503,7,1450,,10314076,"ALABAMA",1,1995,"March","Hail","C",125,"TUSCALOOSA",,"07-MAR-95 14:50:00","CST","07-MAR-95 14:50:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,"N Tuscaloosa","0",,,,,,,,"Three-quarter inch hail was reported north of the City of Tuscaloosa and in Tuscaloosa.","CSV"
199505,15,1457,199505,15,1457,,10314477,"ALABAMA",1,1995,"May","Thunderstorm Wind","C",29,"CLEBURNE",,"15-MAY-95 14:57:00","CST","15-MAY-95 14:57:00","0","0","0","0","2K","0",,"0",,,,,"0","0",,,,,"0",,"Cleburne","0",,,,,,,,"Numerous reports of trees blown down in Cleburne.","CSV"
199512,19,150,199512,19,150,,10314467,"ALABAMA",1,1995,"December","Thunderstorm Wind","C",5,"BARBOUR",,"19-DEC-95 01:50:00","CST","19-DEC-95 01:50:00","0","0","0","0","45K","0",,"0",,,,,"0","0",,,,,"0",,"Clio","0",,,,,,,,"Wind damage was reported in Clio to the roofs of five houses along with damage to several peanut trailers.  One house was reportedly blown down.","CSV"
199506,6,1936,199506,6,1936,,10314230,"ALABAMA",1,1995,"June","Hail","C",73,"JEFFERSON",,"06-JUN-95 19:36:00","CST","06-JUN-95 19:36:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,"Hoover","0",,,,,,,,"Three-quarter inch hail was reported by storm spotters on South Shades Crest Road in Hoover.  The location was just on the Jefferson County side of the county line.","CSV"
199506,10,1000,199506,10,1000,,10314231,"ALABAMA",1,1995,"June","Hail","C",73,"JEFFERSON",,"10-JUN-95 10:00:00","CST","10-JUN-95 10:00:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,"Trussville","0",,,,,,,,"Hail ranging in size from half- to three-quarters of an inch was reported in Trussville by amateur radio storm spotters.","CSV"
199506,6,1830,199506,6,1830,,10314228,"ALABAMA",1,1995,"June","Hail","C",73,"JEFFERSON",,"06-JUN-95 18:30:00","CST","06-JUN-95 18:30:00","0","0","0","0","0","0",,".88",,,,,"0","0",,,,,"0",,"Ensley","0",,,,,,,,"Dime- to nickel-size hail was reported in the Ensley area of Birmingham.  Trees and power lines were reported down in the Pleasant Grove area.","CSV"
199505,15,1313,199505,15,1313,,10314226,"ALABAMA",1,1995,"May","Hail","C",73,"JEFFERSON",,"15-MAY-95 13:13:00","CST","15-MAY-95 13:13:00","0","0","0","0","0","0",,".88",,,,,"0","0",,,,,"0",,"Gardendale","0",,,,,,,,"Much of Jefferson County was affected by a strong thunderstorm with wind gusts to hurricane force and large hail.  Dime and nickel-size hail was reported in Gardendale.  Trees were downed in scattered areas especially across the northern two-thirds of Jefferson County.  Trees were uprooted in Bluff Park, a tree fell on a car near downtown Birmingham in the University of Alabama at Birmingham area, and numerous trees were down in the Roebuck area of northeast Birmingham.  All of the Birmingham television stations on Red Mountain were knocked off the air by the high wind and the large WBRC sign at Channel 6 was destroyed.  The buildings at Channel 6 and 13 suffered minor damage.  Most of the radio stations located along Red Mountain were also off the air for a period of time.  More than 99,000 electric customers were without power after the storm.  A security guard was injured when he was struck in the knee with a piece of flying metal.  A woman had to have the tip of her finger amputated when the wind slammed a car door on her finger.  A woman was injured at the Birmingham Zoo when a tree limb fell on her arm.  Wind at the Birmingham Airport was measured from the northwest at 71 miles an hour at 1312 CST.","CSV"
199505,25,1655,199505,25,1655,,10314227,"ALABAMA",1,1995,"May","Hail","C",73,"JEFFERSON",,"25-MAY-95 16:55:00","CST","25-MAY-95 16:55:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,"Fairfield","0",,,,,,,,"Dime-size hail was reported by the Jefferson County Sheriff's Department at Fairfield.","CSV"
199506,10,1150,199506,10,1205,,10314232,"ALABAMA",1,1995,"June","Hail","C",73,"JEFFERSON",,"10-JUN-95 11:50:00","CST","10-JUN-95 12:05:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,"Birmingham","0",,,,,,,,"Hail fell for about 15 minutes in the Eastwood Mall area of Birmingham with hail size ranging from pea-size to three-quarter inch.  Thunderstorm wind downed trees and damaged several mobile homes in the Morris area.  Hail around dime-size was reported, also.","CSV"
